epoch,train_loss,train_acc,val_loss,val_acc
1,1.5659182795290818,0.6491025250988743,0.6050115800002119,0.8263864967275233
2,0.4998853876969346,0.8618801338606632,0.49280911779727093,0.8653117464691699
3,0.4092615736423763,0.8864009735320961,0.5602390019710504,0.8508439545297968
4,0.35415624737275714,0.899300273805902,0.37397272839859724,0.8897692042714433
5,0.34270540620870743,0.904228780042592,0.41506295401616095,0.8880468480881847
6,0.30878304037381443,0.9129297231518102,0.6904076233513878,0.8487771271098863
7,0.3204252817668021,0.9110435047155461,0.45590537727278657,0.8780571822252842
8,0.3119984120742059,0.9125038028597505,0.3368953471663065,0.9159490182569755
9,0.2674526344361472,0.9249771828414968,0.2850431573124197,0.9242163279366173
10,0.27883422995305074,0.922421661089139,0.35322239712979964,0.9028591112642095
