epoch,train_loss,train_acc,val_loss,val_acc
1,1.5451144897288385,0.6542368757223676,0.5858936976349739,0.8353427488804684
2,0.5040547185711534,0.8592980108279092,0.40596833886581235,0.8766792972786772
3,0.41819763515535957,0.8833262363890748,0.37729799234344125,0.8887357905614881
4,0.3771987321898921,0.8968915384147454,0.45593494049727257,0.8766792972786772
5,0.3537332379161326,0.8998722550033457,0.4201200397373823,0.8873579056148811
6,0.32554160766593443,0.9088752357199343,0.3736851377686365,0.9111264209438512
7,0.31417946559322657,0.9092402214246609,0.39246416468805556,0.9028591112642095
8,0.2862407454907358,0.9192164973538537,0.32573964967004543,0.918015845676886
9,0.30083955281345237,0.9158707950605268,0.4228223851985224,0.8945918015845676
10,0.2634182870333674,0.9252995924326297,0.3436143475832684,0.9190492593868412
