epoch,train_loss,train_acc,val_loss,val_acc
1,2.028608612281339,0.5837541831457256,0.7550852555003795,0.8060626937650707
2,0.614260245071079,0.8358381502890173,0.5243867073351374,0.8511884257664485
3,0.4608920983651269,0.8751445086705202,0.4316786138320362,0.883568722011712
4,0.3835331461743854,0.8966230605415272,1.0073998614385786,0.8784016534619359
5,0.34998738183005773,0.9017949498022513,0.3867770325070104,0.9004478126076473
6,0.3183434714204432,0.9131122604198357,0.3608718239766249,0.9018256975542542
7,0.30751834718640964,0.9131122604198357,0.34843462890373533,0.9073372373406821
8,0.28836447641920254,0.9179190751445087,0.3513536513447224,0.902170168790906
9,0.27801462840778096,0.922421661089139,0.35660066150748015,0.9073372373406821
10,0.27110111053692404,0.9245512625494372,0.3785769840228118,0.9028591112642095
