epoch,train_loss,train_acc,val_loss,val_acc
1,2.0019728624287283,0.6055978095527836,0.81751107105187,0.8077850499483293
2,0.5607746441772475,0.8694250076057195,0.4931795372740253,0.8787461246985877
3,0.39687117447185144,0.9014298752662002,0.4226494148823914,0.8846021357216672
4,0.343588039177517,0.9092181320352906,0.3565321092565472,0.9004478126076473
5,0.30432182487375775,0.9185883784606024,0.3598464873125572,0.8956252152945229
6,0.28296757938796907,0.9246121083054457,0.3242297770690869,0.9042369962108164
7,0.2628947888330669,0.9289321569820504,0.36104529200039887,0.8908026179813986
8,0.25237865979214297,0.9289930027380591,0.3057360564573453,0.9142266620737168
9,0.23630584910845362,0.9338606632187405,0.3202128039652502,0.9014812263176025
10,0.23224659282523877,0.935807727411013,0.2829391380518056,0.918015845676886
