epoch,train_loss,train_acc,val_loss,val_acc
1,1.5742660614766963,0.6623273921771398,0.6096297905852015,0.8380985187736824
2,0.475230809156185,0.8723766652472779,0.4780835253634275,0.8691009300723389
3,0.3867535308177369,0.8943366384816595,0.46671253643868554,0.8880468480881847
4,0.34926100233243595,0.9043737453616401,0.39590256303231547,0.8921805029280055
5,0.31469127953103254,0.9148366688971349,0.48572186140853985,0.8828797795384086
6,0.3021277893907191,0.9173915688302208,0.43801368623658515,0.8956252152945229
7,0.2917486332639588,0.9199464687633068,0.4066657111490693,0.9049259386841199
8,0.2873903320420983,0.9204939473203966,0.43382862497570124,0.8973475714777817
9,0.26716244462623845,0.9252995924326297,0.451802894006615,0.900792283844299
10,0.24729764433613896,0.9312001946590425,0.4453432550305209,0.9066482948673785
