epoch,train_loss,train_acc,val_loss,val_acc
1,2.0510359147875223,0.5970785149117468,0.7749421442603017,0.8150189459180158
2,0.5855682643297118,0.8606816798539257,0.49015175362864694,0.8746124698587668
3,0.4092510926758269,0.8965307364576993,0.36829886696004605,0.9028591112642095
4,0.3422106003193076,0.911503347534997,0.307040078913445,0.9049259386841199
5,0.31509413233512457,0.9153377967133293,0.27931514532806784,0.927316569066483
6,0.27972835940145796,0.9237370663420572,0.2825799199220325,0.9138821908370651
7,0.2682272790576031,0.9269020085209981,0.24622636783233548,0.9300723389596969
8,0.26558316597381626,0.9261716372489349,0.2669660898570258,0.927316569066483
9,0.23329198113751348,0.9373097991479001,0.2551935314991419,0.9269720978298313
10,0.2407024192482465,0.9317102860620815,0.3064081544589998,0.9104374784705477
