epoch,train_loss,train_acc,val_loss,val_acc
1,2.0490288784879653,0.5750958087474908,0.7678984808377348,0.8036513951085085
2,0.5995063942346127,0.8384938256584951,0.8368318359326612,0.8591112642094385
3,0.45674236710201443,0.8723766652472779,0.4116967234806577,0.8818463658284533
4,0.39067625469647727,0.8937283289737818,0.3309438554058363,0.902170168790906
5,0.361119280884528,0.8976823407749863,0.36667982611490496,0.8970031002411298
6,0.32318831648286217,0.9086319119167833,0.3304080499795388,0.9028591112642095
7,0.3036537396246821,0.9153233165034369,0.3390814871117882,0.9090595935239407
8,0.2935233808481334,0.9169049212239188,0.3167810121059909,0.9200826730967964
9,0.2683290782083797,0.924995437678691,0.5234027802342918,0.9066482948673785
10,0.2717658527864049,0.9217105663361518,0.27627109759583157,0.9211160868067516
