epoch,train_loss,train_acc,val_loss,val_acc
1,1.5834571855135464,0.6547778454047474,0.6154559336520813,0.842576644850155
2,0.48895434514847713,0.8688983566646379,0.5079588674643374,0.8718566999655529
3,0.3933271859819613,0.8928180158247109,0.4386291007490849,0.884946606958319
4,0.35252952870300425,0.9028606208155813,0.44120275283585414,0.8804684808818464
5,0.31090350159179375,0.9130249543517955,0.4444279529129994,0.8963141577678264
6,0.2893675263873247,0.9194765672550212,0.4367018963132248,0.9090595935239407
7,0.26971421321013267,0.925015216068168,0.39044701450700736,0.9138821908370651
8,0.26334665222174997,0.9266585514303104,0.4422185681446885,0.9076817085773338
9,0.2648010338051426,0.9266585514303104,0.4667586635690756,0.9114708921805029
10,0.25677610284391544,0.9276932440657334,0.41238420392499514,0.9162934894936273
